Easting,Northing,rtk_elevation,Distance_along_transect,ALD,Tald,T5cm,SM,NDVI,FRB,ML,DRT,adem_20210927,lidar_202208_dtm,lidar_202208_dsm,lidar_201707_dtm,lidar_201707_dsm,TUSS,SDG,GRS,SHR,SW,class,Transect,Site,tgc3_group
397296.98,7608897.187,842.219,0.0,8.0,-0.6,2.9,13.2,0.47,0.1,0.3,,,839.5189819335938,839.5189819335938,839.5,839.5,0.0,0.2,0.0,0.4,0,it,TOOL280-1-t3,Tool280-1,
397297.43,7608896.310999999,842.24,1.0,8.0,-0.4,0.4,45.4,0.4,0.2,0.3,,,839.5120239257811,839.5120239257811,839.6599731,839.6599731,0.3,0.0,0.0,0.2,0,it,TOOL280-1-t3,Tool280-1,
397297.988,7608895.461,842.235,2.0,7.0,-0.4,1.8,,0.45,0.0,0.2,,,839.5440063476561,839.5440063476561,839.5800171,839.5800171,0.2,0.3,0.0,0.4,0,it,TOOL280-1-t3,Tool280-1,
397298.522,7608894.625,842.172,3.0,6.0,-0.6,3.0,37.1,0.41,0.1,0.1,,,839.5629882812499,839.5629882812499,839.7000122,839.7000122,0.4,0.0,0.0,0.4,0,it,TOOL280-1-t3,Tool280-1,
397299.054,7608893.786999999,842.1509999999998,4.0,10.0,-0.5,1.6,41.9,0.36,0.2,0.15,,,839.5020141601561,839.5020141601561,839.6099854,839.6099854,0.4,0.0,0.0,0.15,0,it,TOOL280-1-t3,Tool280-1,
397299.558,7608892.94,842.1799999999998,5.0,10.0,-0.5,2.0,,0.36,0.2,0.15,,,839.541015625,839.541015625,839.6500244,839.6500244,0.4,0.0,0.0,0.15,1,it,TOOL280-1-t3,Tool280-1,
397300.089,7608892.094999999,842.1,6.0,9.0,-0.6,0.6,48.3,0.39,0.2,0.1,,,839.5089721679686,839.5089721679686,839.5999756,839.5999756,0.3,0.0,0.0,0.5,0,it,TOOL280-1-t3,Tool280-1,
397300.641,7608891.315999999,842.039,7.0,8.0,-0.5,-0.2,41.1,0.43,0.2,0.1,,,839.5020141601561,839.5020141601561,839.5499878,839.5499878,0.3,0.0,0.0,0.5,0,it,TOOL280-1-t3,Tool280-1,
397301.175,7608890.400999999,841.9819999999999,8.0,8.0,-0.5,-0.1,47.8,0.9,0.2,0.1,,,839.3980102539062,839.3980102539062,839.4799805,839.4799805,0.6,0.0,0.0,0.1,0,it,TOOL280-1-t3,Tool280-1,
397301.734,7608889.605,841.798,9.0,8.0,-0.6,0.0,,0.47,0.0,0.0,,,839.2769775390626,839.2769775390626,839.3800049,839.3800049,0.0,0.0,0.0,0.0,1,it,TOOL280-1-t3,Tool280-1,
397302.249,7608888.769999999,841.772,10.0,29.0,-0.6,3.0,47.5,0.52,0.1,0.0,,,839.1480102539062,839.1480102539062,839.1799927,839.1799927,0.8,0.0,0.0,0.1,0,it,TOOL280-1-t3,Tool280-1,
397302.753,7608887.918999999,841.503,11.0,32.0,-0.6,4.0,50.8,0.31,0.0,0.0,,,839.0469970703125,839.0469970703125,839.0300293,839.0300293,0.0,0.7,0.0,0.3,0,wt,TOOL280-1-t3,Tool280-1,
397303.329,7608887.103,841.4829999999998,12.0,36.0,-0.4,7.4,47.1,0.4,0.0,0.0,,,838.9970092773436,838.9970092773436,838.9899902,838.9899902,0.0,0.7,0.0,0.3,0,wt,TOOL280-1-t3,Tool280-1,
397303.795,7608886.222,841.442,13.0,20.0,-0.5,3.5,,0.38,0.0,0.0,,,839.0130004882812,839.0130004882812,838.960022,838.960022,0.0,0.7,0.1,0.2,1,wt,TOOL280-1-t3,Tool280-1,
397304.349,7608885.364,841.749,14.0,22.0,-0.4,3.8,45.1,0.5,0.1,0.0,,,839.0399780273436,839.0399780273436,838.8699951,838.8699951,0.0,0.35,0.1,0.4,0,wt,TOOL280-1-t3,Tool280-1,
397304.855,7608884.58,841.782,15.0,12.0,-0.5,1.4,33.4,0.44,0.1,0.0,,,839.1599731445312,839.1599731445312,839.0900269,839.0900269,0.5,0.1,0.1,0.4499999999999999,0,it,TOOL280-1-t3,Tool280-1,
397305.366,7608883.654,841.94,16.0,25.0,-0.4,1.9,41.2,0.48,0.1,0.0,,,839.2059936523436,839.2059936523436,839.25,839.25,0.5,0.1,0.1,0.4499999999999999,0,it,TOOL280-1-t3,Tool280-1,
397305.891,7608882.798,841.904,17.0,12.0,-0.6,0.4,36.6,0.52,0.2,0.0,,,839.1829833984374,839.1829833984374,839.210022,839.210022,0.2,0.3,0.0,0.3,0,it,TOOL280-1-t3,Tool280-1,
397306.433,7608881.969999999,841.941,18.0,5.0,-0.6,,36.2,0.52,0.2,0.0,,,839.260009765625,839.260009765625,839.2999878,839.2999878,0.2,0.3,0.0,0.3,0,it,TOOL280-1-t3,Tool280-1,
397306.921,7608881.124,841.951,19.0,7.0,-0.6,1.8,39.0,0.59,0.1,0.0,,,839.260009765625,839.260009765625,839.2999878,839.2999878,0.0,0.2,0.0,0.65,0,it,TOOL280-1-t3,Tool280-1,
397307.493,7608880.272,842.0249999999999,20.0,12.0,-0.6,-0.6,49.5,0.61,0.0,0.1,,,839.4400024414062,839.4400024414062,839.4199829,839.4199829,0.0,0.1,0.0,0.4,0,it,TOOL280-1-t3,Tool280-1,
397307.953,7608879.383999999,842.0359999999998,21.0,10.0,-0.5,-0.5,21.5,0.6,0.0,0.1,,,839.3959960937501,839.3959960937501,839.4299927,839.4299927,0.0,0.1,0.0,0.4,0,it,TOOL280-1-t3,Tool280-1,
397308.514,7608878.568,842.121,22.0,7.0,-0.5,-0.5,28.5,0.55,0.0,0.15,,,839.5250244140626,839.5250244140626,839.5599976,839.5599976,0.2,0.0,0.0,0.8,0,it,TOOL280-1-t3,Tool280-1,
396826.428,7608996.928,820.1649999999998,15.0,5.0,-0.5,-0.5,19.9,0.43,,0.0,,,817.5750122070312,817.5750122070312,817.7000122,817.7000122,0.7,0.0,,0.3,0,it,TOOL280-2-t1,Tool280-2,
396827.09,7608996.190999999,820.181,14.0,4.0,-0.5,,25.2,0.46,,0.0,,,817.6480102539062,817.6480102539062,817.7700195,817.7700195,0.7,0.0,,0.3,0,it,TOOL280-2-t1,Tool280-2,
396827.676,7608995.422,820.3279999999999,13.0,6.0,-0.5,,45.5,0.59,,0.0,,,817.6400146484374,817.6400146484374,817.789978,817.789978,0.0,0.5,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396828.314,7608994.634999999,820.4009999999998,12.0,0.0,-0.4,-0.4,16.8,0.47,,0.0,,,817.6599731445312,817.6599731445312,817.8099976,817.8099976,0.0,0.5,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396828.881,7608993.878999999,820.145,11.0,6.0,-0.5,,21.3,0.45,,0.0,,,817.614013671875,817.614013671875,817.7800293,817.7800293,0.5,0.0,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396829.483,7608993.064,820.163,10.0,6.0,-0.5,-0.2,42.4,0.43,,0.0,,,817.655029296875,817.655029296875,817.789978,817.789978,0.0,0.2,,0.7999999999999999,0,wt,TOOL280-2-t1,Tool280-2,
396830.111,7608992.267,820.075,9.0,8.0,-0.6,,16.1,0.48,,0.2,,,817.572998046875,817.572998046875,817.7700195,817.7700195,0.5,0.0,,0.3,0,wt,TOOL280-2-t1,Tool280-2,
396830.683,7608991.428,820.11,8.0,8.0,-0.5,1.7,46.8,0.41,,0.0,,,817.4929809570312,817.4929809570312,817.6799927,817.6799927,0.8,0.0,,0.2,0,wt,TOOL280-2-t1,Tool280-2,
396831.237,7608990.722,820.308,7.0,8.0,-0.5,,,0.51,,0.3,,,817.510009765625,817.510009765625,817.6799927,817.6799927,0.4,0.0,,0.3,0,wt,TOOL280-2-t1,Tool280-2,
396831.362,7608990.712,820.1559999999998,6.0,5.0,-0.5,-0.5,17.9,0.45,,0.1,,,817.510009765625,817.510009765625,817.6799927,817.6799927,0.4,0.0,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396831.953,7608989.905,820.138,5.0,7.0,-0.5,,46.5,0.56,,0.0,,,817.531005859375,817.531005859375,817.6900024,817.6900024,0.5,0.0,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396832.503,7608989.081,820.096,4.0,9.0,-0.6,0.0,43.9,0.52,,0.0,,,817.5369873046875,817.5369873046875,817.6300049,817.6300049,0.6,0.0,,0.4,0,wt,TOOL280-2-t1,Tool280-2,
396833.095,7608988.272,820.178,3.0,22.0,-0.6,,30.2,0.42,,0.3,,,817.6040039062499,817.6040039062499,817.7000122,817.7000122,0.2,0.0,,0.5,0,wt,TOOL280-2-t1,Tool280-2,
396833.693,7608987.507,820.166,2.0,14.0,-0.6,0.6,42.5,0.56,,0.1,,,817.5750122070312,817.5750122070312,817.6599731,817.6599731,0.0,0.0,,0.8999999999999999,0,wt,TOOL280-2-t1,Tool280-2,
396834.26,7608986.667999999,820.144,1.0,8.0,-0.5,,25.2,0.54,,0.1,,,817.593994140625,817.593994140625,817.6400146,817.6400146,0.0,0.0,,0.8999999999999999,0,it,TOOL280-2-t1,Tool280-2,
396834.762,7608985.821999999,820.1649999999998,0.0,1.0,-0.4,,9.9,0.46,,0.1,,,817.5250244140626,817.5250244140626,817.6099854,817.6099854,0.7,0.0,,0.2,0,it,TOOL280-2-t1,Tool280-2,
396825.845,7608997.8,820.297,,,,,,,,,,,817.6329956054686,817.6329956054686,817.7399902,817.7399902,,,,,0,,TOOL280-2-t1,Tool280-2,
396888.648,7609048.783,824.344,11.0,5.0,-0.5,,16.1,0.59,,0.0,,,821.6859741210938,821.6859741210938,821.7800293,821.7800293,0.0,0.3,0.0,0.7,0,it,TOOL280-2-t2,Tool280-2,
396888.953,7609047.781,824.297,10.0,1.0,-0.5,-0.5,45.2,0.54,,0.0,,,821.7000122070312,821.7000122070312,821.7800293,821.7800293,0.4,0.0,0.0,0.6,0,it,TOOL280-2-t2,Tool280-2,
396889.317,7609046.848,824.255,9.0,3.0,-0.4,,6.5,0.52,,0.0,,,821.6339721679686,821.6339721679686,821.7600098,821.7600098,0.4,0.0,0.0,0.6,0,it,TOOL280-2-t2,Tool280-2,
396889.652,7609045.988,824.21,8.0,7.0,-0.6,-0.4,34.7,0.4,,0.2,,,821.6060180664062,821.6060180664062,821.710022,821.710022,0.7,0.0,0.1,0.0,0,wt,TOOL280-2-t2,Tool280-2,
396890.047,7609045.018,824.2179999999998,7.0,7.0,-0.5,,27.3,0.59,,0.0,,,821.656982421875,821.656982421875,821.7600098,821.7600098,0.4,0.0,0.1,0.5,0,wt,TOOL280-2-t2,Tool280-2,
396890.442,7609044.104,824.149,6.0,11.0,-0.5,0.4,17.9,0.59,,0.0,,,821.5440063476561,821.5440063476561,821.6599731,821.6599731,0.0,0.7,0.1,0.2,0,wt,TOOL280-2-t2,Tool280-2,
396890.87,7609043.244,824.1309999999999,5.0,13.0,-0.5,,51.7,0.56,,0.0,,,821.531982421875,821.531982421875,821.6300049,821.6300049,0.0,0.8,0.1,0.1,0,wt,TOOL280-2-t2,Tool280-2,
396891.253,7609042.308,824.087,4.0,5.0,-0.5,-0.5,40.6,0.51,,0.1,,,821.5629882812499,821.5629882812499,821.6699829,821.6699829,0.0,0.4,0.0,0.5,0,wt,TOOL280-2-t2,Tool280-2,
396891.562,7609041.355,824.238,3.0,10.0,-0.5,11.0,28.7,0.49,,0.1,,,821.5230102539062,821.5230102539062,821.7000122,821.7000122,0.5,0.0,0.0,0.4,0,it,TOOL280-2-t2,Tool280-2,
396891.963,7609040.411999999,824.193,2.0,3.0,-0.4,,28.3,0.44,,0.0,,,821.5780029296875,821.5780029296875,821.6699829,821.6699829,0.8,0.0,0.0,0.2,0,it,TOOL280-2-t2,Tool280-2,
396892.298,7609039.474999999,824.229,1.0,1.0,-0.3,,35.7,0.46,,0.0,,,821.6320190429686,821.6320190429686,821.7199707,821.7199707,0.8,0.0,0.0,0.2,0,it,TOOL280-2-t2,Tool280-2,
396892.568,7609038.53,824.222,0.0,3.0,-0.5,,10.9,0.5,,0.0,,,821.6030273437501,821.6030273437501,821.6699829,821.6699829,0.7,0.0,0.0,0.3,0,it,TOOL280-2-t2,Tool280-2,
396919.482,7609059.917,825.5739999999998,13.0,8.0,-0.5,3.7,14.8,0.53,,0.0,0.0,,823.0,823.0,823.0300293,823.0300293,0.4,0.0,0.0,0.6000000000000001,0,it,TOOL280-2-t3,Tool280-2,
396919.96,7609059.022,825.5589999999999,12.0,7.0,-0.6,,28.9,0.53,,0.0,0.0,,823.0,823.0,823.0300293,823.0300293,0.4,0.0,0.0,0.6000000000000001,0,it,TOOL280-2-t3,Tool280-2,
396920.454,7609058.145999999,825.644,11.0,1.0,-0.4,-0.4,11.9,0.48,,0.1,0.0,,823.0239868164062,823.0239868164062,823.1400146,823.1400146,0.4,0.0,0.0,0.5,0,it,TOOL280-2-t3,Tool280-2,
396920.943,7609057.326,825.558,10.0,4.0,-0.5,,43.6,0.5,,0.1,0.0,,823.0230102539062,823.0230102539062,823.0900269,823.0900269,0.4,0.0,0.0,0.5,0,wt,TOOL280-2-t3,Tool280-2,
396921.574,7609056.462,825.4589999999998,9.0,3.0,-0.6,-0.6,45.4,0.33,,0.0,0.1,,823.0159912109374,823.0159912109374,823.0800171,823.0800171,0.0,0.6,0.0,0.3,0,wt,TOOL280-2-t3,Tool280-2,
396921.925,7609055.508999999,825.494,8.0,2.0,-0.6,,47.3,0.5,,0.0,0.0,,822.802978515625,822.802978515625,822.9099731,822.9099731,0.6,0.0,0.1,0.3,0,wt,TOOL280-2-t3,Tool280-2,
396922.4,7609054.684999999,825.662,7.0,10.0,-0.5,0.6,27.5,0.41,,0.0,0.0,,822.8690185546875,822.8690185546875,822.9500122,822.9500122,0.6,0.0,0.0,0.4,0,wt,TOOL280-2-t3,Tool280-2,
396922.833,7609053.812,825.5549999999998,6.0,13.0,-0.5,,51.2,0.48,,0.0,0.0,,822.8619995117188,822.8619995117188,822.960022,822.960022,0.6,0.0,0.0,0.4,0,wt,TOOL280-2-t3,Tool280-2,
396923.339,7609052.917,825.539,5.0,5.0,-0.4,-0.4,44.8,0.39,,0.0,0.0,,822.9910278320312,822.9910278320312,823.0999756,823.0999756,0.6,0.0,0.1,0.3,0,wt,TOOL280-2-t3,Tool280-2,
396923.827,7609052.007,825.662,4.0,5.0,-0.5,,27.7,0.41,,0.1,0.0,,822.9910278320312,822.9910278320312,823.0999756,823.0999756,0.6,0.0,0.0,0.3,0,wt,TOOL280-2-t3,Tool280-2,
396924.305,7609051.17,825.8099999999998,3.0,33.0,-0.6,4.5,38.8,0.28,,0.3,0.2,,823.1459960937501,823.1459960937501,823.2000122,823.2000122,0.0,0.0,0.0,0.5,0,wt,TOOL280-2-t3,Tool280-2,
396924.756,7609050.233,825.783,2.0,5.0,-0.2,,7.2,0.54,,0.1,0.0,,823.2000122070312,823.2000122070312,823.3300171,823.3300171,0.3,0.0,0.0,0.6,0,it,TOOL280-2-t3,Tool280-2,
396925.271,7609049.376,825.818,1.0,1.0,-0.5,-0.5,4.3,0.52,,0.1,0.0,,823.2689819335938,823.2689819335938,823.3400269,823.3400269,0.3,0.0,0.0,0.6,0,it,TOOL280-2-t3,Tool280-2,
396925.766,7609048.542,825.8769999999998,0.0,6.0,-0.5,,18.8,0.56,,0.0,0.0,,823.2680053710938,823.2680053710938,823.3200073,823.3200073,0.4,0.0,0.0,0.6,0,it,TOOL280-2-t3,Tool280-2,
403657.3766,7616332.846,,0.0,10.0,-0.4,0.0,,0.48,0.0,0.0,,810.75,804.9400024,804.9400024,804.9500122,804.9500122,0.5,0.0,,0.5,0,it,WT4-t1,WT4,
403656.1348,7616328.086,,5.0,3.0,-0.4,,1.4,0.48,0.0,0.0,,810.625,804.8530273,804.8530273,804.9099731,804.9099731,0.5,0.0,,0.5,0,it,WT4-t1,WT4,
403654.7446,7616323.453,,10.0,4.0,-0.5,,10.5,0.53,0.0,0.0,,810.4609375,804.6350098,804.6350098,804.7399902,804.7399902,0.5,0.0,,0.5,0,it,WT4-t1,WT4,
403654.5281,7616322.511,,11.0,7.0,-0.4,0.7,29.0,0.54,0.0,0.0,,810.4609375,804.6129761,804.6129761,804.6300049,804.6300049,0.0,0.2,,0.8,0,it,WT4-t1,WT4,
403654.1899,7616321.496,,12.0,11.0,-0.3,6.4,7.1,0.48,0.1,0.1,,810.4609375,804.5479736,804.5479736,804.6099854,804.6099854,0.0,0.2,,0.7,0,it,WT4-t1,WT4,
403653.9275,7616320.514,,13.0,7.0,-0.5,0.0,,0.57,0.0,0.0,,810.3125,804.3900146,804.3900146,804.4000244,804.4000244,0.0,0.2,,0.8,1,wt,WT4-t1,WT4,
403653.65,7616319.608,,14.0,7.0,-0.3,0.3,48.0,0.53,0.1,0.1,,810.3359375,804.2960205,804.2960205,804.289978,804.289978,0.0,0.2,,0.7,0,wt,WT4-t1,WT4,
403653.3025,7616318.513,,15.0,11.0,-0.6,2.1,,0.49,0.3,0.3,,810.3359375,804.3859863,804.3859863,804.3200073,804.3200073,0.0,0.3,,0.4,1,wt,WT4-t1,WT4,
403653.0191,7616317.499,,16.0,16.0,-0.6,2.5,,0.46,0.3,0.3,,810.3359375,804.242981,804.242981,804.2999878,804.2999878,0.0,0.3,,0.4,1,wt,WT4-t1,WT4,
403652.703,7616316.5,,17.0,10.0,-0.5,1.7,,0.39,0.5,0.5,,810.234375,804.3129883,804.3129883,804.289978,804.289978,0.0,0.2,,0.1,1,wt,WT4-t1,WT4,
403652.4613,7616315.64,,18.0,8.0,-0.5,3.0,19.4,0.42,0.4,0.4,,810.234375,804.3900146,804.3900146,804.4000244,804.4000244,0.0,0.2,,0.2,0,it,WT4-t1,WT4,
403652.0921,7616314.534,,19.0,6.0,-0.6,1.0,47.7,0.47,0.3,0.3,,810.296875,804.4920044,804.4920044,804.5,804.5,0.0,0.2,,0.6,0,it,WT4-t1,WT4,
403651.7444,7616313.468,,20.0,7.0,-0.5,1.0,46.5,0.56,0.3,0.3,,810.171875,804.4489746,804.4489746,804.4899902,804.4899902,0.0,0.2,,0.6,0,it,WT4-t1,WT4,
403650.1825,7616308.712,,25.0,10.0,-0.5,4.0,50.9,0.46,0.1,0.1,,810.3125,804.53302,804.53302,804.5999756,804.5999756,0.4,0.0,,0.5,0,it,WT4-t1,WT4,
403648.8769,7616304.131,,30.0,7.0,-0.4,1.7,51.9,0.46,0.0,0.0,,810.328125,804.4000244,804.4000244,804.4199829,804.4199829,0.3,0.0,,0.6,0,it,WT4-t1,WT4,
